
Year,Month,tmax,tmin,ppt
2014,6,26.66366,8.01855,3.85842
2014,7,33.79644,14.12006,4.00868
2014,8,30.85462,12.32079,25.76884
2014,9,27.76062,9.411,30.75386
2014,10,22.0599,3.4721,8.09562
2014,11,12.11541,-2.00829,30.19136
2014,12,8.06947,-2.28477,47.26806
2015,1,8.82339,-5.33873,7.91827
2015,2,11.72525,-2.81529,25.64731
2015,3,15.79075,-1.00214,5.16593
2015,4,16.44252,-0.60453,29.17917
2015,5,19.8877,5.09603,35.7783
2015,6,29.21871,10.4546,14.93633
2015,7,31.68537,12.69783,18.1194
2015,8,32.11683,12.46895,5.95851
2015,9,27.97993,8.11148,4.1411
2015,10,22.30611,5.46732,26.32001
2015,11,9.4969,-3.95906,45.17678
2015,12,5.65238,-5.44751,48.36081
2016,1,5.82322,-4.91254,46.98429
2016,2,10.53207,-3.95959,8.82088
2016,3,12.34414,-1.14514,29.59727
2016,4,17.46949,1.55204,27.92365
2016,5,20.75004,4.67287,22.09384
2016,6,27.69062,8.79818,13.59813
2016,7,31.84774,11.69475,2.6572
2016,8,32.37543,11.39453,1.41589
2016,9,26.79392,6.96836,3.85074
2016,10,18.70768,3.34375,42.1717
2016,11,13.5122,-1.32526,14.91597
2016,12,5.25399,-7.57279,51.22374
2017,1,3.38533,-7.65182,52.24848
2017,2,7.2714,-3.02413,44.2026
2017,3,12.57196,-1.19414,29.40907
2017,4,14.10317,-0.01476,29.17995
2017,5,21.47661,4.12656,14.19714
2017,6,24.98516,6.8115,20.71233
2017,7,34.24423,13.33915,2.04518
2017,8,33.22374,13.44596,8.40469
2017,9,26.6395,8.35156,10.64392
2017,10,20.03806,0.3411,7.36163
2017,11,12.77617,-0.72704,33.32895
2017,12,8.00026,-7.7135,9.10747
2018,1,8.99201,-4.12543,19.73333
2018,2,7.9957,-7.0286,10.78906
2018,3,10.36697,-3.50369,46.46632
2018,4,15.94701,0.46102,32.25347
2018,5,21.42695,5.30278,41.66185
2018,6,26.97248,7.99657,7.32266
2018,7,34.38377,13.45052,11.32734
2018,8,32.09258,11.74002,1.38012
2018,9,27.60143,6.26246,1.02795
2018,10,19.96484,1.93424,12.10534
2018,11,12.96102,-4.02543,28.051
2018,12,4.9122,-7.0342,45.91753
2019,1,7.05109,-5.34792,37.74527
2019,2,5.56007,-7.48993,63.55938
2019,3,10.59653,-3.63346,32.73872
2019,4,17.97483,1.92721,22.14757
2019,5,19.57135,2.51615,48.24371
2019,6,26.25195,7.55616,4.59848
2019,7,31.98012,11.4898,5.02947
2019,8,33.26046,12.41298,4.68529
2019,9,26.23641,5.92096,24.38247
2019,10,16.29796,-2.19132,2.62665
2019,11,12.93737,-1.43533,10.65977
2019,12,7.2428,-5.67743,35.51372
2020,1,8.80282,-3.37365,25.65516
2020,2,8.7464,-3.96797,3.62326
2020,3,10.33351,-3.79093,23.61033
2020,4,16.57873,1.05694,13.04245
2020,5,21.68086,4.97648,13.24531
2020,6,25.8918,7.63802,13.04579
2020,7,32.45499,12.19262,3.78095
2020,8,33.5441,13.0717,6.43624
2020,9,29.49453,9.38537,0.85109
2020,10,21.74019,3.74301,0.69162
2020,11,10.84297,-3.4122,26.49054
2020,12,5.78121,-6.49431,20.41176
